url_length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,domain_length,subdomain_length,subdomain_count,is_ip_address,suspicious_tld,domain_has_digits,has_port,tld_length,hostname_length,brand_in_subdomain,brand_in_domain,brand_in_path,brand_spoofing_pattern,suspicious_keyword_count,has_suspicious_keyword,is_pure_brand_domain,brand_and_suspicious,is_url_shortener,has_multiple_dashes,long_subdomain,suspicious_path,has_php_extension,long_query_string,path_depth,multiple_subdomains,url_entropy,domain_entropy,hostname_entropy,domain_consonant_ratio,is_https,is_http,has_query_params,no_protocol,phishing,original_url
37.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.432294243948856,2.0588138903312014,2.931208948910323,0.0,0.0,1.0,0.0,0.0,1,http://000025123.com/banks/Desjardins
33.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.173033892020166,2.0588138903312014,2.931208948910323,0.0,0.0,1.0,0.0,0.0,1,http://000025123.com/banks/Scotia
34.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.24173085589259,2.0588138903312014,2.931208948910323,0.0,0.0,1.0,0.0,0.0,1,http://000025123.com/banks/Simplii
35.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.364857659740296,2.0,2.9182958340544896,0.0,0.0,1.0,0.0,0.0,1,http://00003485.com/banks/Tangerine
28.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.164497779200461,2.0,2.9182958340544896,0.0,0.0,1.0,0.0,0.0,1,http://00003485.com/banks/TD
29.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9783335811852636,3.0220552088742005,3.6069367321753214,0.6666666666666666,0.0,1.0,0.0,0.0,1,http://00003.godaddysites.com
46.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,1.0,0.0,0.0,1.0,0.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.9186014057129346,3.180832987205441,3.687494262157103,0.7,0.0,1.0,0.0,0.0,1,http://000066655333778880000.000webhostapp.com
41.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,1.0,0.0,0.0,1.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8747718212163464,3.180832987205441,3.6379271790402132,0.7,0.0,1.0,0.0,0.0,1,http://0000bbffxzzzz900.000webhostapp.com
35.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8944464184057197,3.2776134368191157,3.72290749432188,0.8181818181818182,0.0,1.0,0.0,0.0,1,http://0.0.0.0forum.cryptonight.net
36.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9057645846554525,2.94770277922009,3.2516291673878226,0.75,0.0,1.0,1.0,0.0,1,http://0000h00003.byethost7.com/?i=1
38.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9026797376866442,3.2776134368191157,3.7409821015340747,0.8181818181818182,0.0,1.0,0.0,0.0,1,http://0.0.0.0mailgate.cryptonight.net
51.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.187158558405722,3.6898916687500067,3.784368487596862,0.5652173913043478,0.0,1.0,0.0,0.0,1,http://0000mscautorizationclientid.com/ebranch-iccu
34.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.746762578736401,3.2776134368191157,3.5427002446375218,0.8181818181818182,0.0,1.0,0.0,0.0,1,http://0.0.0.0ns10.cryptonight.net
37.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,1.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8063142585777707,3.180832987205441,3.576352363578731,0.7,0.0,1.0,0.0,0.0,1,http://0000promises.000webhostapp.com
33.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,4.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7953249996956164,3.2776134368191157,3.609496334425697,0.8181818181818182,0.0,1.0,0.0,0.0,1,http://0.0.0.0ssl.cryptonight.net
32.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9261085007312415,2.2516291673878226,3.5394705707972522,0.6666666666666666,0.0,1.0,0.0,0.0,1,http://0000wa0outlook.weebly.com
22.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.550340709546388,1.2516291673878228,2.2810361125534233,0.0,0.0,1.0,0.0,0.0,1,http://000102.ml/css/e
27.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.088220835496801,1.0,3.6219280948873624,0.5,0.0,1.0,0.0,0.0,1,http://00010xsea34dsd.co.vu
36.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.141604167868593,1.0,3.6219280948873624,0.5,0.0,1.0,0.0,0.0,1,http://00010xsea34dsd.co.vu/crec.php
26.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.738149333192866,2.321928094887362,3.391892644680932,0.6,0.0,1.0,0.0,0.0,1,http://000111.pages.net.br
33.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.233639952626227,2.521640636343318,3.825251737288651,0.7142857142857143,0.0,1.0,0.0,0.0,1,http://0001.353527440.workers.dev
31.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.091135423220312,3.180832987205441,3.8035088547976783,0.5384615384615384,0.0,1.0,0.0,0.0,1,http://000193.azurewebsites.net
